id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
622,2008,Yes,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,28.0,40.0,48.0,0.0,0.0,0.0,28.0,40.0,48.0,0.0,0.0,0.0,15000000.0,20000000.0,27000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
623,2008,Yes,0.0,NOT SPECIFIED,service,Other business activities,No,143.0,141.0,132.0,4.0,3.0,3.0,147.0,144.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Not used,High,High,Medium,Medium,Not used,Medium,Low,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
624,2008,Yes,1971.0,NOT SPECIFIED,service,Other business activities,No,14.0,12.0,15.0,0.0,0.0,0.0,14.0,12.0,15.0,0.0,0.0,0.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0,Medium,Medium,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
625,2008,No,2002.0,NOT SPECIFIED,service,Other business activities,No,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
626,2008,Yes,1966.0,NOT SPECIFIED,service,Other business activities,Yes,20.0,25.0,28.0,0.0,0.0,0.0,20.0,25.0,28.0,0.0,0.0,0.0,370000000.0,650000000.0,569000000.0,0.0,0.0,0.0,High,Not used,Not used,High,Not used,Not used,Not used,High,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
627,2008,No,0.0,NOT SPECIFIED,service,Insurance and pension funding,No,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,25391880.0,14552937.0,11118848.0,0.0,0.0,0.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
628,2008,Yes,1991.0,NOT SPECIFIED,service,Financial intermediation,No,21.0,18.0,24.0,0.0,0.0,0.0,21.0,18.0,24.0,0.0,0.0,0.0,560000000.0,607000000.0,709000000.0,0.0,0.0,0.0,High,High,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
629,2008,Yes,1994.0,NOT SPECIFIED,service,Financial intermediation,No,18.0,18.0,20.0,0.0,0.0,0.0,18.0,18.0,20.0,0.0,0.0,0.0,500000000.0,529000000.0,580000000.0,0.0,0.0,0.0,High,Medium,High,High,High,High,Medium,High,Medium,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
630,2008,No,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,27.0,27.0,22.0,0.0,0.0,0.0,27.0,27.0,22.0,0.0,0.0,0.0,3500000.0,3300000.0,3500000.0,0.0,0.0,0.0,High,Medium,Medium,High,Not used,Not used,Medium,High,Low,Low,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
631,2008,Yes,1973.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Medium,Medium,Low,High,Not used,Not used,Medium,Medium,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
632,2008,No,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",Yes,40.0,50.0,61.0,0.0,0.0,0.0,40.0,50.0,61.0,0.0,0.0,0.0,50000000.0,80000000.0,120000000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
633,2008,Yes,1992.0,NOT SPECIFIED,service,Post and telecommunications,No,740.0,880.0,1020.0,0.0,0.0,0.0,740.0,880.0,1020.0,0.0,0.0,0.0,1500000000.0,2000000000.0,3000000000.0,0.0,0.0,0.0,Not used,High,High,High,Low,Medium,Low,Low,Low,Medium,Institution,Institution,Institution,Institution,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,No,No,No,No,No,No,Yes
634,2008,Yes,0.0,NOT SPECIFIED,service,Insurance and pension funding,Yes,100.0,200.0,200.0,20.0,40.0,40.0,120.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
635,2008,Yes,1985.0,NOT SPECIFIED,service,Other business activities,Yes,179.0,216.0,176.0,8.0,7.0,8.0,187.0,223.0,184.0,0.0,0.0,0.0,3000000000.0,5000000000.0,4500000000.0,0.0,0.0,0.0,High,Medium,Medium,Low,Low,Not used,Low,Medium,Medium,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
636,2008,Yes,2005.0,No,service,Insurance and pension funding,Yes,25.0,40.0,56.0,0.0,40.0,139.0,25.0,80.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,Not used,Medium,Low,Medium,Medium,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
637,2008,Yes,1879.0,Yes,service,"Trade, repairs and rentals",Yes,700.0,678.0,1619.0,615.0,612.0,713.0,1315.0,1290.0,2332.0,0.0,0.0,0.0,27300000000.0,34200000000.0,37200000000.0,0.0,0.0,0.0,High,Medium,High,Medium,Low,Low,Low,Medium,Low,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
638,2008,Yes,1981.0,No,service,Real estate activities,No,590.0,680.0,352.0,380.0,320.0,660.0,970.0,1000.0,1012.0,0.0,0.0,0.0,1400000000.0,1600000000.0,3900000000.0,0.0,0.0,0.0,High,High,Medium,Low,High,Low,Low,Medium,Medium,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
639,2008,No,1962.0,NOT SPECIFIED,service,Real estate activities,Yes,75.0,73.0,77.0,0.0,0.0,0.0,75.0,73.0,77.0,0.0,0.0,0.0,176881000.0,240600000.0,287825000.0,0.0,0.0,0.0,High,High,High,High,Medium,High,High,High,High,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
640,2008,Yes,1990.0,NOT SPECIFIED,service,Financial intermediation,Yes,60.0,60.0,100.0,0.0,0.0,0.0,60.0,60.0,100.0,0.0,0.0,0.0,7000000000.0,15000000000.0,30000000000.0,0.0,0.0,0.0,Medium,High,High,High,Medium,Medium,Not used,Not used,High,Not used,Market,Market,Market,Market,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
641,2008,Yes,1992.0,NOT SPECIFIED,service,Other business activities,No,62.0,58.0,63.0,30.0,32.0,5.0,92.0,90.0,68.0,0.0,0.0,0.0,600000000.0,500000000.0,410000000.0,0.0,0.0,0.0,High,High,High,Not used,Low,Low,Not used,Medium,Medium,Low,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
642,2008,Yes,1979.0,NOT SPECIFIED,service,Financial intermediation,No,8.0,9.0,12.0,0.0,0.0,0.0,8.0,9.0,12.0,0.0,0.0,0.0,26663719.0,24350963.0,29157031.0,0.0,0.0,0.0,Medium,Medium,Medium,Medium,Medium,Not used,Not used,Not used,Medium,Medium,Institution,Institution,Institution,Institution,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
643,2008,Yes,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,41.0,38.0,37.0,0.0,0.0,0.0,41.0,38.0,37.0,0.0,0.0,0.0,137507000.0,142021000.0,204568000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
644,2008,Yes,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",Yes,26.0,26.0,26.0,0.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,0.0,989653.0,1143894.0,1153509.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
645,2008,Yes,1993.0,NOT SPECIFIED,service,Insurance and pension funding,No,9.0,10.0,12.0,2.0,2.0,2.0,11.0,12.0,14.0,0.0,0.0,0.0,30000000.0,40000000.0,55000000.0,0.0,0.0,0.0,Medium,Low,Low,Medium,Not used,Not used,Medium,Low,Low,Low,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
646,2008,Yes,1978.0,NOT SPECIFIED,service,Insurance and pension funding,Yes,40.0,40.0,40.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Low,Not used,Medium,Low,Medium,Not used,Not used,Not used,Not used,Institution,Institution,Institution,Institution,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
647,2008,Yes,1991.0,NOT SPECIFIED,service,Computer and related activities,Yes,143.0,173.0,183.0,155.0,197.0,108.0,298.0,370.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not used,High,High,Medium,Not used,Not used,Not used,High,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
648,2008,Yes,2005.0,NOT SPECIFIED,service,Financial intermediation,No,0.0,1805.0,1729.0,0.0,0.0,0.0,0.0,1805.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
649,2008,Yes,1986.0,NOT SPECIFIED,service,Financial intermediation,Yes,680.0,2070.0,2449.0,0.0,0.0,0.0,680.0,2070.0,2449.0,0.0,0.0,0.0,9303000000.0,17258000000.0,32710000000.0,0.0,0.0,0.0,High,High,High,High,Not used,Not used,High,Medium,High,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
650,2008,Yes,1985.0,NOT SPECIFIED,service,Computer and related activities,Yes,40.0,40.0,40.0,12.0,12.0,12.0,52.0,52.0,52.0,0.0,0.0,0.0,1500000000.0,1600000000.0,1800000000.0,0.0,0.0,0.0,Low,High,High,Low,Not used,Not used,Not used,Not used,Medium,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
651,2008,Yes,2001.0,NOT SPECIFIED,service,Computer and related activities,No,32.0,46.0,53.0,0.0,2.0,6.0,32.0,48.0,59.0,0.0,0.0,0.0,30000000.0,42000000.0,60000000.0,0.0,0.0,0.0,High,High,Medium,High,High,High,High,High,Medium,Not used,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
652,2008,Yes,0.0,NOT SPECIFIED,service,Financial intermediation,Yes,381.0,1025.0,1336.0,0.0,0.0,0.0,381.0,1025.0,1336.0,0.0,0.0,0.0,1055000000.0,3515430000.0,10282001000.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
653,2008,Yes,1991.0,No,service,Insurance and pension funding,No,120.0,150.0,150.0,10.0,10.0,10.0,130.0,160.0,160.0,0.0,0.0,0.0,1597741000.0,2739111000.0,2775794000.0,0.0,0.0,0.0,High,High,Medium,High,High,High,High,High,Medium,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
654,2008,Yes,0.0,NOT SPECIFIED,service,Transport services,No,16.0,15.0,15.0,0.0,0.0,0.0,16.0,15.0,15.0,0.0,0.0,0.0,14991584.0,4676275.0,11954762.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
655,2008,No,1994.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,9.0,9.0,10.0,0.0,0.0,0.0,9.0,9.0,10.0,0.0,0.0,0.0,40000000.0,40000000.0,40000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
656,2008,Yes,2003.0,NOT SPECIFIED,service,Post and telecommunications,Yes,10.0,10.0,10.0,0.0,0.0,3.0,10.0,10.0,13.0,0.0,0.0,0.0,37000000.0,37000000.0,37000000.0,0.0,0.0,0.0,Not used,Not used,Not used,Low,High,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
657,2008,Yes,0.0,NOT SPECIFIED,service,Transport services,No,14.0,15.0,13.0,0.0,0.0,0.0,14.0,15.0,13.0,0.0,0.0,0.0,39000000.0,39000000.0,43000000.0,0.0,0.0,0.0,Not used,Not used,High,Not used,High,Not used,Not used,Not used,Not used,Not used,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
658,2008,Yes,2001.0,NOT SPECIFIED,service,Post and telecommunications,No,11.0,11.0,12.0,0.0,0.0,1.0,11.0,11.0,13.0,0.0,0.0,0.0,6500000.0,8000000.0,14000000.0,0.0,0.0,0.0,High,Low,High,High,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
659,2008,Yes,2004.0,NOT SPECIFIED,service,Financial intermediation,Yes,39.0,43.0,47.0,0.0,0.0,0.0,39.0,43.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Not used,Low,Medium,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
660,2008,No,1986.0,NOT SPECIFIED,service,Other business activities,No,7.0,8.0,11.0,0.0,2.0,4.0,7.0,10.0,15.0,0.0,0.0,0.0,50000000.0,66000000.0,74000000.0,0.0,0.0,0.0,Medium,Not used,High,Medium,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
661,2008,No,1980.0,NOT SPECIFIED,service,Other business activities,No,18.0,18.0,20.0,1.0,2.0,4.0,19.0,20.0,24.0,0.0,0.0,0.0,21000000.0,21000000.0,24000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
662,2008,Yes,1983.0,NOT SPECIFIED,service,Other business activities,Yes,60.0,65.0,70.0,5.0,5.0,5.0,65.0,70.0,75.0,0.0,0.0,0.0,153908000.0,151883000.0,160104000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
663,2008,Yes,1959.0,NOT SPECIFIED,service,Financial intermediation,Yes,70.0,53.0,73.0,30.0,40.0,42.0,100.0,93.0,115.0,0.0,0.0,0.0,0.0,398794000.0,737440000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
664,2008,No,0.0,NOT SPECIFIED,service,Transport services,No,5.0,4.0,6.0,5.0,7.0,6.0,10.0,11.0,12.0,0.0,0.0,0.0,10000000.0,8000000.0,15000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
665,2008,Yes,2007.0,NOT SPECIFIED,service,"Health, cultural and social work",Yes,18.0,23.0,32.0,0.0,0.0,0.0,18.0,23.0,32.0,0.0,0.0,0.0,120000000.0,132000000.0,240000000.0,0.0,0.0,0.0,High,High,Medium,High,Not used,Not used,Not used,Medium,Low,Low,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
666,2008,Yes,1998.0,NOT SPECIFIED,service,"Health, cultural and social work",No,12.0,28.0,35.0,0.0,0.0,0.0,12.0,28.0,35.0,0.0,0.0,0.0,125000000.0,140000000.0,250000000.0,0.0,0.0,0.0,High,High,Medium,High,Not used,Not used,Not used,Medium,Low,Low,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
667,2008,Yes,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,13.0,13.0,14.0,1.0,1.0,1.0,14.0,14.0,15.0,0.0,0.0,0.0,78000000.0,86000000.0,92000000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
668,2008,Yes,0.0,NOT SPECIFIED,service,"Health, cultural and social work",No,20.0,23.0,40.0,0.0,0.0,0.0,20.0,23.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
669,2008,Yes,2002.0,NOT SPECIFIED,service,Post and telecommunications,No,40.0,54.0,70.0,0.0,0.0,0.0,40.0,54.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
670,2008,Yes,0.0,NOT SPECIFIED,service,Other business activities,No,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
671,2008,Yes,1992.0,NOT SPECIFIED,service,Real estate activities,No,24.0,28.0,42.0,0.0,0.0,0.0,24.0,28.0,42.0,0.0,0.0,0.0,25000000.0,36000000.0,52000000.0,0.0,0.0,0.0,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
672,2008,Yes,0.0,NOT SPECIFIED,service,Transport services,No,16.0,18.0,18.0,13.0,13.0,13.0,29.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,Low,High,Medium,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
673,2008,Yes,1956.0,NOT SPECIFIED,service,Transport services,No,23.0,20.0,28.0,0.0,2.0,0.0,23.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
